src,tgt,src_len,tgt_len,Meaning completely changed,remarks
id still see it despite bad reviews. i generally like to decide things by myself to see if i like it or not. like if 99% of people say its bad or good. i usually won't follow what i hear. i just go and experience it for myself. and then from there i usually say its cool or  say its bad.,main isse bure reviews milne ke baad bhi dekhunga. main zayadtar cheezein khud dekh kar decide krna pasand krta huin ki mujhe pasand hai ya nhi. jaise agar 99% log kehte hai ki ye buri hai ya achhi. main aamtaur par baatein sunn kar unke peeche nhi jata. main bas chala jata huin or khud se experience krta huin. aur phir main aamtaur par batata huin ke ye badiya hai ya buri.,61,72,,
"i would add this one, its worth watching","mai isse add karunga, yah dekhne layak lag rahi hai",8,10,,
do you like animated films?,kya tumhe animated films pasand hai?,5,6,,
i counted 18 turns on my side and you have at least that many.,"maine mere 18 turns gine hai, apke pas kam se kam utne hone chahiye.",14,14,,
"the write up says now working as a small-time promoter, charlie pieces together scrap metal into low-end fighters, barely earning enough to make it from one underground venue to the next. ","is write up kaha gaya hein ki ab small time promoters se work kare tho, charlie us scrap metal ko low end fighters dono pieces karega, barely uska earning ab yek underground venue jo next pe hein",31,37,1,partial and incorrect translation
i can only wish i was that talented as an artist. i am more the stick figure type of artist,main keval yah chaah sakata hoon ki main ek kalaakaar ke roop mein pratibhaashaalee hoon. main kalaakaar ka stik phigar adhik hoon,20,22,,
a 79% on a kids movie doesn't seem too bad in my opinion after reading the key scenes.,"79% kids movie tho bad hi hota mera opinion se, keyscenes ko badne ke baath",18,15,1,"semantic meaning lost. ""doesnt seem too bad"" -> bad hi hota hai"
"yeah. it's definitely a strong movie. i mean, it's a movie about facebook that is actually watchable. that's saying something.","han. ye definitely ek strong movie hai. mera matlab, ye facebook par aisi movie hai jo watchable hai. bahut badi baat hai.",20,22,,
"emma who plays mia, writes her own one women play. that sound interesting! ryan who is playing sebastian is performing regualry at a club and they move in together. i am thinking they sound like a fun couple.","emma jo mia ka role play kr rhi hai, usne one women play likha hai. ye sunne mein interesting lagta hai! ryan jo ki sebastian is role play kr rha hai club pe or wo ikhathe rehne lagte hai. mujhe lagta hai ki ye ek fun couple ki tarah lag rhe hai.",38,52,,
"i love war movies, especially ones based on historical events","mujhe warmovie pasant hai, zyathathar pouranic sambhav",10,7,,
"i agree, however, it might be worth a watch.","i agree, but ek time watch worth ho sakti hai",9,10,,
i 'm quite interested in the movie. anything else you want to tell me?,me movie me quite interested hu.anything else tum mujhe batana chahti ho.,14,12,,
oh really,sach,2,1,,
"the king and queen take the younger sister to be healed, and the being that heals her also changes her memory so that she doesn't remember her older sister has magical abilities.","king aur queen apni choti beti ko heal karne le jaathe hein, magar uska heal aisa hota ki uski memory thoda change hota hein ki uska badi bahen ko magic karne ka ability use nahi patha chaltha hein",32,38,,
yeah i remember a little about that,haan mujhe yaad hain thooda bahut uske baare mein,7,9,,
"awesome.  no, i have not had the chance, is it good?","bahut badiya. nahi, mujhe chance nahi mila, kya ye good hua?",11,11,,
i like his character. thats what i named my dog lol,mujhe uska character pasand hai. or maine apne dog ka name woi rakha hai lol.,11,15,,
"strictly, this may be his main potential","sakhtee se, yah usakee mukhy kshamata ho sakatee hai",7,9,,
"it might have, have to check google","te hoi sake che, google pe check karna hoga",7,9,,gujarati?
"no doubt, it is a drama. zuckerberg and the current staff weren't involved in making the movie, it has a kind of dark irony, but one of the founders, eduardo saverin, was consulted by the book's author. ","beshak ye drama hai. zuckerberg  aur current staff ka koi involvement nahi tha movie banane ,isme kuch dark irony hai lekin ek founder,eduardo saverin ne book ke author se mulaqat ki",37,31,,
have the documents changed for you? the task says new documents will appear but mine have been the same this whole time,kya tumhare liye document change ho gaya ? task mein bata raha hai ki naya document ayega but mera to abhi tak same cheej dikha raha hai.,22,27,,
what's the name of the movie?,movie ka name kya hai?,6,5,,
"i do very much agree with you! it is puzzling but batman has a spear he plans to kill superman with just before he utters the ""save martha"" line, halting batman from killing him.","main aapase bahut sahamat hoon! yah hairaan karane vaala hai, lekin baitamain ke paas ek bhaala hai, jisase vah suparamain ko maarane kee yojana banaata hai, isase pahale ki vah ""sev maartha"" lain ka upayog karata hai, baitamain ko maarane se rok deta hai.",34,44,,
"i can't see it, but i remember.  poor toothless.",mai dekh nahi saktalekin mujhe yad hai .bechara toothless,9,9,,
didn't he have a cameo in one of the recent superhero movies?,kya uska recent superhero movies mein kuch cameo ke tarah nazar nahi aaya?,12,13,,
"i've never seen hoosiers, would you say blind side is one of the best sports movies ever?","maine hooseirs kabhi nahi dekhi, kya tum ye kahoge ki blind side best sports movie mein se ek hai?",17,19,,
"oh yes, we have one too i forgot about that",oh sahi  aur ek bhi main bhool gaya,10,8,1,partial translation
and later on she connects with a humanoid amphibian. maybe she connects with the thing because she is like it.,aur baad mein woh connect karti hai ek humanoid amphibian ke saath. shaayad woh connect karti hai kyonki who uske jaise hai.,20,22,,
have you seen this movie?,kya tumne ye movie dekhi hai?,5,6,,
i know. this would be crazy if it happened in real life,waakayi mein yeh bahut crazy hooga agar ye real life mein huo ho,12,13,,
yes and he goes and travels the world,haan aur voh world ko travels karne laga,8,8,,
i actually cried when i first watch it. it is awesome. got 52 percent in rotten tomatoes but i will give it a 100,"mein tho ro rahi thi jab mein pehele baar is movie ko dekha,. yeh tho awesome hein,. mein 52% rotten tomatoes ko devungi lekin mein 100 de diya",24,28,,
tell me more about it,is ka baremein aur batayiye,5,5,,
"actually, he is displayed as the slick fox. always trying to con his way in to something.","actually, voh toh alick fox ko dekhayi gaya hein... kabhi bhi voh usko ache ke taraf hi le ja raha tha",17,21,1,partial translation
i really would recommend it myself. it was extremely good. jesse eisenberg plays zuckerburg in such an intense way. it's a great film.,tho mein jarur recommend karunga.. yeh ache hein.. kya jesse eisenberg yaani zuckerburg ka role play intense se kiya.. voh tho badiya film hein,23,24,,
it was filmed in australia,yeh australia mein filmed kiya hein,5,6,,
yes no matter what we have basic life issues will never really change. they'll just come about in a new way.,"kuch bhi ho, lekin life issues ko kabhi change nahi hote.. voh kahi new way mein aa hi jaatha",21,19,,
did they ever make a sequel?,kya unhonne kabhee iskee agalee kadee banaaya hai?,6,8,,
why,kyun,1,1,,
she was the heir of the newspaper so she considered it a family legacy,wo newspaper ki heir thi to wo usko apni family legacy samajhti thi,14,13,,
"oh yeah, i see them mention the book in the document which is really old","haan, mein dekh sakta hoon woh usme ek book ke baare mein mention kar rahe hai jo kaafi puraani hai",15,20,,
"i'm reading through here looking for interesting facts about the movie. it says the film's based on a short story called ""steel"" which was orginally published in 1956, later adapted into a twilight zone episode in 1963. now that's interesting. the old twilight zone shows frightened me. lol","mein is movie ka interesting facts ko read karne ki koshis kar rahi thi.. isme likh hein ki, yeh film short story se based hein aur steel ka originally published kiya hein jo 1956 mein released, later twilight zone us episode ko 1963 ko adapt kiya, ab interesting hein, purana twilight zone tho kitna frightened hein. lol",48,57,,
hello,hello,1,1,,
i did hear that.  it sounds pretty interesting.,haan maine suna hai. bahut interesting hoga.,8,7,,
the scene with the trolls too.,trols ke saath drushy bhee.,6,5,,
"i think we're done now, thanks for the chat!","mujhe lagta haich hamari khatam ho chuki, chat ke liye thanks!",9,11,,
"and my fave guy, chris pine co-stars. he plays a pilot, how dreamy.","or mera fav gyu, chris pine co-stars hai. wo pilot ka role play karta hai, how dreamy.",13,17,,
"it stars christian bale, michael caine, liam neeson, katie holmes, gary oldman, cillian murphy, tom wilkinson, rutger hauer, ken watanabe, and morgan freeman.","ye christian bale, michael caine, liam neeson, katie holmes, gary oldman, cillian murphy, tom wilkinson, rutger hauer, ken watanabe, and morgan freeman ko star karti hai",23,26,,
"it stars christian bale, michael caine, liam neeson, katie holmes, gary oldman, cillian murphy, tom wilkinson, rutger hauer, ken watanabe, and morgan freeman.","voh christian bale, michael caine, liam neeson, katie holmes, gary oldman, cillian murphy, tom wilkinson, rutger hauer, ken watanable aur morgan freeman ke sath start hota",23,26,1,stars -> start hota h
do you live in l.a.?,kya app l.a. me rahte ho?,5,6,,
what was your favorite part?,tumhara favorite part kaunsa tha?,5,5,,
"who cares about rotten tomatoes, their reviews are worthless","rotton tomatoes kaun care karta he,uske reviews worthless he",9,9,,
i can't imagine losing my counterpart like that.,me apne counterpart ka is tarah se khona imagine bhi nahi kar sakti,8,13,,
for me the movie is average. nothing special.,mere liye tho is movie average hein.. kuch special nahi,8,10,,
"i haven't seen this one either, but i have heard that it is pretty funny.","mein bhi nahi dekha, lekin mein sunna hoon ki voh jyada funny hein",15,13,,
"for sure. and i feel like it's all in that bit where sean parker has his line about ""you know what is cool? a billion dollars."" like, it's presented as a way to keep people in touch, but it's really the coldest corporate-type of thing.","sach mein. aur mujhe lagta hai ye sab usme bit mein hai jahan sean parker ki line hai ""you know what is cool? a billion dollars."". like, ye aise way mein presented hai ki people touch mein rahein, par ye really bohat cold-corporate type ki thing hai",45,47,,
"sorry, got mad","sorry, pagal ho gaya tha",3,5,,
to discuss a movie with you,aapke sath movie ki charcha karne ka,6,7,,
"sandra goes against her friends wills, and keeps raising micahel","sandra apne friends ki will ke against jaati hai, aur micahel ko raise karti rehti hai",10,16,,
haha i guess that's true. i do prefer realism but i do appreciate that disney throws in adult concepts in children's stories that go right over children's heads,haaha mujhe lagata hai ki yah sach hai. main realism ko pasand karata hoon lekin main appreciate karata hoon ki disney bachchon kee kahaaniyon mein adult concepts dalta hai jo bachchon ke sir par seedhee jaata hain.,28,37,,
i was just thinking that too,muje bhi aise hi soch tha,6,6,,
director: chris columbus,director: chris columbus,3,3,,
"i think one of the best scenes is when the police chief, the shark expert, and the shark hunter all get together to on the shark hunter's boat, the orca.  ","mujhe lagata hai ki jab pulis pramukh, shaark visheshagy, aur shaark shikaaree sabhee ek saath shaark shikaaree naav, orka par pahunchate hain to sabase achchha drshy hota hai.",30,28,,
"ahhh okay, so based on what you know about the movie are their cheesy or cliche elements portrayed in the film?","acha tho aur kuch is movie ke baare mein aapko patha hein , yaani us cheesy or cliche elements ka portrayed ke baare mei",21,24,,
i was just going to say that,mein tho kahene wala tha,7,5,,
is emma stone playing an artist also?,kya emma stone bhi artist play kar rahi hai?,7,9,,
"i actually forgot about it, and how well written it is now that i really think about it","muje yaad bhul gea, aur kitna acha likha k ab main iske bare sochne lagga",18,15,,
at the end he was able to go to iosef's safe house and kill him.,aakhir kaar wuh losef ke surakshit ghar jaa paaya aur usae maar diya.,15,13,,
me too. i like the charatcter olaf. i see him everywhere. hes a talking snowman. he becomes one of their friends. very cute,me too. mujhe olaf character pasand hai. har jagah dikhta hai. bolne wala snowman hai. wo unka friend ban jata hai.. bahut cute,23,23,,
"there is quite a bit of espionage involved as well. i suppose i am not spoiling it since it is history, but there is some russian collusion involved.","isme espionage ka angle bhi involve hai. i suppose mai  kuch spoil nahi kar raha hu kyonki ye history hai, but kuch russian secret bhi involved hai.",28,27,,
"oh okay, yeah i'm not  a big scifi fan but there are a few movies i still enjoy in that genre.","accha theek he, yeah me big scifi fan nahi hu but kuch movies he is genre me jinhe me still, enjoy karta hu.",21,23,,
"dramas tend to kind of bore me usually, with many note-worthy exceptions. i like comedies mostly or fantasy, sci-fi. i will check it out though, all in all i just love movies!","voh drama toh bore lagne laga usme jyada note worthy exceptions tha. muje comedies aur fantasy pasand aaya especially sci-fi. mein check kar lunga, overall muje movies pasand hein",32,29,,
"the amphibian was captured in the amazon river, and brought to the lab to study","amphibian amazon river mein capture hua tha, aur study karne ke liye lab mein laya gaya",15,16,,
i think the message was to be patient and not judge people or in the movies case animals based on the stereotypes that you have gathered.,mere vichar se message tha patience rakhne ka aur logon ko ya is movie ke case mein animals ko  judge nahi karne ka based on your stereotypes .,26,28,,
"honestly, i really liked all of the scenes with jesse plemons as the lawyer. i thought he nailed it as far as lawyers taking a straight line even when something outside the box comes up. i wondered if the lines he spoke were based on facts and actual testimony.","muje jesse plemons ke lawyer vale sabhi  seen pasand  ,muje lagta hai usne as sabi ceejo ko achi trah nibaya ,,muje achtray hua usaki boli sabi line actual fact par thi",49,31,,
i think lindsey lohan who plays candy is a good actress in this,mujhe lagata hai ki candy character vaalee lindsey lohan isamen ek achchhee abhinetree hain,13,14,,
do you know the rotten tomatoes score?,kya tumko  rotten tomatoes ka score pata hai?,7,8,,
i personally enjoyed it. it tells the story of the founding of facebook. do you like movies based on reality?,mein personally enjoy kiya.. facebook ka story hein yar.. reality based movie dekhna pasand hein?,20,15,,
"i agree,  does the league ever bump heads with crane in the film?","mein maantha hoon, kya league kabhi us head bump kiya us crane ke saath is film me?",13,17,,
i have to say so. the insight they provide about how he became batman was eye opening. it was really sad to see him lose his parents like that.,muje bhi iske baare mein kuch kehana tha.. voh insight jo usne provide kiya tha ki kaise batman apne eyeopening bane.. uska parents aise usse chod de samay tho muje uske liye bura laga,29,34,1,partial and incorrect translation
yea,yea,1,1,,
"it stars christian bale, michael caine, and liam neeson. great cast right? ","isme christian bale, michael caine, and liam neeson starred hain. great cast hain na?",12,14,,
and then her wings are cut off,and then uske wings kaat diye gaye,7,7,,
oh so like another goes away from the norm type of character in the fox,are to ye ek aur gaya apne fox ke character se door,15,12,,
its interesting how such a richly written character can also work as an allegory in that way,"interesting hein, lekin yeh thoda richly character ko likha hein jo allegory se kaam karthe is tarah",17,17,,
she is a aspiting actress in this film. they are both pursuing their dreams.,woh ek akankshi actress ki role nibha rahi hai. dono apne apne sapnon do sach karne mein lagte hai.,14,19,,
yes same here. it was very popular kids all wanted frozen themed everything. the story line was different from other princess movies,haan aapake jaisa. yah bahut lokapriy tha bachche sab kuchh jame hue theemd chaahate the. kahaanee kee rekha any raajakumaaree philmon se alag thee,22,24,,
"i know, that was a pretty weird name. even 'facebook' seemed weird back in the day.",mujhe pata hai ki woh ek achcha weird naam tha.  un dino mein facebook bhi weird hua karta tha.,16,19,,
i wonder how any family forgets one of their kids haha.,mujhe wonder he ki how koi family apne kids  me se ek bhul gayi.,11,14,,
"do you know what it means to ""get bogged down in treacle""? i don't know what to make of that review",kya aapko get bogged down in treacle ke baare mein kuch patha hein? muje uska review bhi nahi patha hein,21,20,,
ok. i don't recognize the name. who did he play for in pro ball?,theek hai. mujhe naam yaad nahi aa raha. vo pro ball kiske liye khela tha?,14,15,,
"i thought the whole scare games plot was a fairly good one too, kept it interesting.","mery khyal k mutabiq tamam khofnak game ka plot kafi achaa bhi tha, bht dilchasp rakha",16,16,,
"absolutely, are the scenes taken from the book, the bbc version, or the movie?","poorn roop se, pustak se lie gae drshy hain, bbc sanskaran, ya philm?",14,13,,
"i see, that sounds pretty interesting though. i do! dragons are usually the bad guys in a film so it might be cool to get a film with a good one","i see, kaafi interesting sound karta hai. mujhe pasand hai. dragons usually bad guys rahte hai movies me to kisi film agar wo acche hai to kaafi cool baat hai",31,30,,
i've been to wdw a few times.  never to disneyland though.  california is pretty far away from me.  we went camping at wdw last year though.  it was great.,main wdw ek-aadh baar gaya hoon. disneyland nahee gaya kabhi. california bahoot door hai. humlog wdw mein camping gaye the pichhle saal.,29,22,,
what is your favorite part of the movie?,konsa part aapka favorite hein is movie mein?,8,8,,
"he's running away from the character the tom hanks plays as the fbi agent agent who is trying to catch up who's trying to catch him for check fraud, leonardo dicaprio poses as a pan am american pilot",voh tom hanks jo fbi agent they uske liye bhag raha tha kyon ki voh uska fraud ko catch karne par koshis kar raha tha.. leonardo dicaprio yek american pilot they,38,31,,
you never know these days with names but i'd guess you are right!,"aaj ka deno mein, is naam aapko patha bhi nahi chaltha,",13,11,,
i will generally have enough patience to wait for a film to be released on dvd/video if the rating turn me off.,mein tho patience se wait kartha aur dvd/ video me hi dekhta..,22,12,,
"being directed by jon favreau, he was very successful with the group of stan lee, hawk ostby, art marcum and matt holloway.","jon favreau se directed ye stan lee, hawk ostby, art marcum aur matt holloway k group k sath bahut successful tha.",22,21,,
"i remember liking it, that it felt like a real love affair","mujhe to yaad aati hai k maine pasand kiya tha, aisa laga k real love affair hai.",12,17,,
yea i was really spooked when i first saw the film as a kid,jab my bacha tha tho mujhe ye bhooth film jaise laga,14,11,,
"oh wow! the pairing of batman and superman's mom is a really cool part of the story, heartwarming.",tho acha hein! yeh tho batman aur superman ka mummy ka pairing hein jo bahut cool hein aur heartwarming hein,18,20,,
he's only seven when he goes on the field trip. he goes to college eleven years later. so he'd be eighteen.,wo sirf seven tha jab wo field trip pe jata hai. wo gyarah saal bad college ko jata ha. to wo ab attharah ka hoga.,21,25,,
"i have and would grade it a solid b, just as cinemascore did. are you a fan of director zack snyder?","maine is solid b grade karta, jaise k cinemascore ne kiya. kya tum director zack snyder k fan ho?",21,19,,
oh ok. i'm a little bit wary of rotten tomato ratings also,"oh ok, mai bhi rotten tomato ki rating ko lekar dukhi rahta hu.",12,13,1,wary -> dukhi
well you have leonardo dicaprio he plays the protagonist who is a fraud and takes up all kinds of random jobs. he has no experience at all but is just a great con. then you have tom hanks who plays as a fbi agent and he is tracking down leo.,tho leonardo dicaprio jo protagonist ka role play kar raha tha voh tho fraud nikla aur voh sabhi ka random jobs tho steal kar raha tha.. uske paas tho koi experience hi nahi thi.. fir tom hanks ne fbi agent ka role play kiya aur ab leo ko tracking down kar raha hein,50,53,,
i mean rotten tomato is pretty picky on certain movies which i dont get cause some films are brilliant but do not get the credit they deserve,"rotten tomato tho pretty picky kahi movies mein, jo ab muje kuch films mein nahi najar aatha lekin brilliant hein kyun ki voh credit nahi dethe deserve movie ko",27,29,,
i have heard of that movie before,maine is movie ke baare me pahle bhi suna hai,7,10,,
though they took forever to make those ones... or at least waited forever,kuch tho aise hi bana dethe hey aur kuch tho wait karte ache movies ke liye,13,16,1,partial and incorrect translation
"yes, the plot sounds really good.  turing manages to decrypt the nazi code machine, but the nazis change the code every day.  so they all realize they can't act on every day's decrypted messages or the nazis will know that their code machine is useless.","haan, kathaanak vaastav mein achchha lagata hai. tyooring naajee kod masheen ko dikript karane ka prabandhan karata hai, lekin naajiyon ne har din kod badal diya. isalie ve sabhee mahasoos karate hain ki ve har din dikript kie gae sandeshon par kaam nahin kar sakate hain ya naajiyon ko pata chal jaega ki unakee kod masheen bekaar hai.",45,58,,
he must be funny. movie was a crack-up. very easy to watch.,we funny  hona chahiye. movie crack-up the. watch karne me bahut easy.,12,12,,
yes. i hear silicon valley has one of the higest rates in rent,han. maine suna hai ki silicon valley mein sabse zyada rent rate hai,13,13,,
"so, even though i watched the movie, i could only influence you based on the document.","bhale maine movie dekhee hai, main sirif document ke saath influence kar sakta hoon.",16,14,,
elisa's childhood was definitely sad don't you think?,tumhe nahi ki elisa ka childhood definitely sad tha?,8,9,,
got good reviews on rotten tomatoes but a poor score on metacritic,rotten tomatoes pe to acche review hai but metacritic pe bekaar score hai,12,13,,
do you know if leonardo dicaprio was nominated for an oscar for this movie?,kya apako pata hai ki leonardo dicaprio ko is movie ke liye oscar ke liye nominated kiya gaya tha?,14,19,,
i think it sounds like an amazing movie. i love superheroes. i think some of the critics are too harsh. it was a good plot line. i am familiar with ben affleck but none of the others.,mujhe lagta hai ki yeh ek bahut achhi movie hai. mujhe superheroes bahut pasand hai. yeh achhi plot line thi. main ban affleck ke baare mein jaanta huin but bake kisi ke baare mein nhi.,37,35,,
"right. i suppose in many ways we were really supposed to see the robots as humans - more so than the actual humans. that's a really  interesting concept, i think.","sahi hei, kahi log tho robots ko human ke tarah dekhne lagthe lekin actual humans tho behetar hein.. really interesting concept hein yar",30,23,1,partial and incorrect translation
this movie made stars out of ryan gosling and rachel mcadams.,is movie ne rachel mcadams aur ryan gosling ko star bana diya,11,12,,
typical high school stuff though,lekin ye typical high school stuff hai,5,7,,
"i really love drama films, but i try to stay away from fantasy. i liked this one, though.","muje drama films pasand hein, lekin mein fantasy try karungi. muje voh pasand hein",18,14,1,stay away -> try karungi?
starts off with a 15 year old son of the village chieftain and i would say anywhere from 7 and up.,village chieftain ke 15 year son ke saath shuru hoti hai mujhe lagta hai 7 saal se oopar.,21,18,,
when do you plan on seeing the movie? or have you seen it already?,kab movie dekhne plan karte? ya tum already dekh liya hein kya?,14,12,,
do you something else about the shape of water? some fun facts or something?,kya tumhe aur kuch pata hai shape of water ke baare mein? kuch fun facts ya something?,14,17,,
"it features an all star cast of jim carrey, jennifer aniston, morgan freeman, lisa ann walker and phillip baker hall. ","ye all star cast of jim carrey, jennifer aniston, morgan freeman, lisa ann walker aur phillip baker hall ko feature karti hai",20,22,,
i thought the cast was good.,meri soch se cast badhiya thi.,6,6,,
"i like that they had to work hard together too, so it didn't feel like so much of a struggle. because mike and sully had each other to share in that struggle of working their way up the corporate ladder","maine ye baat like ki ki unko sath milke hard work karna pada, so aisa feel nahi aaya ki ye koi jyada struggle tha. because mike and sully ko ek dusre ke sath the unka struggle share karne me jab wo corporate  ladder chadh rahe the.",40,46,,
i can't say i blame you. the movie definitely makes that fear worse!,main yah nahin kah sakata ki main tumhen dosh deta hoon. philm nishchit roop se us dar ko badatar bana detee hai!,13,22,,
hi there!  the movie we're talking about is home alone.,hi there! joh movie hum baat kar rahe hain woh hai home alone.,10,13,,
"it was really great.  we camped for four nights i think.  it rained like crazy the first day, but it was still fun.","bahot mast hai. humne char rat camoing kiya, pehle din bahot barish giri,but maja aaya.",23,15,,
and in all movies does she does it’s amazing,aur jitni bhi movie unhone ki hai usne amazing kaam kiya hai,9,12,,
"yeah it is, simple but not too simple, and just detailed enough","han, simple but bahut zyada simple nhi, aur achhe se detail kiya hai",12,13,,
"it is about a nearly impossible evacuation, and you see all three types of assistance - naval, air, and land","yah ek nearly impossible evacuation ke baare me hai, aur aapko teeno type ke assistance dekhne ko milte hai - naval, air aur land",20,24,,
i think that he has a lot of recognition for being in this movie. but i am not sure of other movies he was in before this one.,mujhe lagta hai iss movie mein bane rehne ke liye uske bahut pehnchaan hai. but main sure nhi huin ki isse pehle dusri movies kaisa tha.,28,26,,
yes it was a darker take on batman it explored batman's damaged mind,haan voh batman ka darker take hein jo batman ko damaged mind kar saktha,13,14,1,partial translation
overall just a really good display of the characters,kul milaakar characters ka vaastav mein achchha pradarshan,9,8,,
same for me,yaha bhi,3,2,,
he killed it with this one,is movie mein he killed it,6,6,,
i wonder if there will be a sequel,agar voh sequel hota,8,4,1,partial translation
"yes, when hiccup wakes up on berk, his lower left leg is missing and he is using a prothesis, so he and toothless are the same","haan, jab hiccup, berk ke paas wakeup kiya tho uska lower left leg miss hota aur usse prothesis ho jatha, tho uska daad bhi nahi rehatha.",26,26,1,meaningless translation
i liked the movie because of the mission you mention. did you like it?,mene movie like ki lekin mission ki vajah se jo tumne mention kiya. kya tume ise like karte ho?,14,19,,
"and if you did not attend an ivy league university, it gives you a sneak peak of what life inside one may be like",aur agar tumne ivy league university attend nahi kiya to ye tumhe sneak peek deti hai ki inke andar life kaisi hogi.,24,22,,
what was your favorite part?,tumhara favorite part kon sa tha?,5,6,,
i really don't. i was surprised to find out how the name facebook came about. do you think christy lee brags about it?,nahi yar.. muje tho surprised huva jab facebook ka naam bahar aaya tho.. tho christy lee ke brags ke baare mein kya soch raha hein?,23,25,,
i like the movie because it was something that both me and my children enjoyed.,muje is movie pasand hein kyon ki mein aur mera bachon bahut enjoy kiye hein,15,15,,
"yes, it looks like michael oher experience a lot of hardship growing up.","yes, aisa lagta hai ki michael other ko bahut hardship experience ho rahi hogi",13,14,,
"i didn't either, i think maybe they're involved because it was a computer animated film",main bhi nahi. mujhe lagta hain wo involved they kyunki ye computer animated film hai.,15,15,,
"hello there, i have not seen this movie so im going to take a minute to look it over :)","hello yar, mein is movie ko nahi dekha hoon tho, tho mein thode der ke liye isko dekh loonga",20,19,,
"have you watched blindside? you should totally watch it, it's a truly empowering movie about the struggles of a football player growing up into becoming a professional athlete.","tumne blindside deekha hai? tumhe vo deekhna chaiye, vo empowering movie hai ek football khiladi ke professional banne tak ke.",28,20,,
do they mention his immortality in the film?,film me uski immortality ka mention kiya hai kya?,8,9,,
he is the leader of the pack. i really dont think the averages would be as popular as it is if he wasn't the leader of the team,woh pack ka leader hai. main nahin samjhta avengers itne popular hote agar woh leader nahin hota team ka.,28,19,,
bruce wayne travels around the world and finds league of shadows,bruce wayne ne world ko travels kiya aur leagues of shadows ko find kiya,11,14,,
yes it is definitely a movie you could watch multiple times..,haa ye movie hai jo aap bahut baar desh sakate hao.,11,11,,
yes he is very mysterious,haan wo mysterious hai,5,4,,
i love ryan gosling in this movie.,muje is movie me ryan gosling accha laga,7,8,,
wllce shawn is a toy t-rex,wllce shawn toy t-rex hai`,6,5,,
i thought it was delaying the inevitable and giving them a false sense of accomplishment.,mery mutabiq ye anhooni ko sirf delay ker rha tha aur unhy accomplishment ki aik jhooti tasalli de rha tha,15,20,,
"also stars dakota goyo, but i do not know her at all (assuming iy is a woman)","dakota goyo, lekin muje unke baare mein kuch nahi patha",17,10,,
it was interesting how it caused such a riff within the avengers. thor still felt like he had loyalty to him for a long time during the movie.,avengers me uska kaha suni karwarna kaafi interesting tha. thor ko movie k doran aise lag raha tha uske liye loyalty hai,28,22,,
i think that's a nice message the film has,"muje lagtha hein ki, yeh ache message hein is film ka",9,11,,
as was i. it was an excellent way for him to end up. fitting for how pouty and childish he was the entire time.,mein bhi.. ache endup hein yar... pouty aur childish ke liye tho bilkul fitting hein yar,24,16,,
yes i really did not care for the third one i never seen it,"yes mai really care nahi karti third one ke baare me, maine wo kabhi dekhi nahi",14,16,,
i also thought it was super unfair of bogo to request her resignation so quickly. she was still new to the force.,mujhe yeh bhi laga ki yeh bohot unfair tha jo bogo ne usse resignation maanga kyu wo abhi nayi thi force me,22,22,,
seeing the potential for great actors together on a big screen defiantly gets my interest. along with super heros and villans.  a good  rating does help me feel like i will not waste my time watching something awful,badhiya actors ka saath me badi screen me hone ka potential me definitely mera interest. superheros aur villains k sath hi. ek good rating se mujhe ye feel karne me asani hoti hai k kuch bekaar dekh k apna time waste nahi karra hai.,38,44,,
tuberculosis.,tuberculosis.,1,1,,
"it is set back in the viking days, and it has a teenage character named hiccup, who finds a wounded dragon and befiends it.","ye  viking days mein set hai, aur isme ek teenage character  ka naam hiccup hai,jisko zakhmi dragon milta hai aur dosti karta hai",24,23,,
oh wow i didn't know universal had their hands in animation.,oh wow mujhe nahi pata tha universal had their hands in animation,11,12,,
i do hope you will see it. i want to see how the realtionship plays out during the film.,main hope krta huin ki tum isse dekhoge. main dekhna chahta huin ki realtionship kaise chlta hai film mein.,19,19,,
i think zack snyder did a great job directing it,mujhe lagta hai  zack snyder ne isey direct karne ka acha kaam kiya,10,13,,
it definitely sounds interesting. i will definitely watch it at some point. why does the character run away from home?,yeh definitely interesting sound kartha.. mein jarur is movie ko dekhunga.. konsa character ghar se bhaga?,20,16,,
it is a shame that leigh anne's friends did not approve of what she was doing.,"badi shame hey yar, jo leigh anne ka friends nei approve nahi kiya",16,13,,
i'm surprised it got such low reviews.,main aaschary hoon is ke review dekh kar,7,8,,
"it is a biography of about alan turing, a british cryptanalyst who decrypted german intelligence codes during world war 2.","yah elan tyooring ke baare mein ek jeevanee hai, jo ek british kriptainaalist hai jisane dviteey vishv yuddh ke dauraan jarman khuphiya kod ko dikript kiya tha.",20,27,,
"well, it's the sequel to man of steel. there's a lot of meaningless action and not much else.","achcha, woh man of steel ka sequel hai. usme bahut meaningless actions hain aur khas kuch nahin,",18,17,,
the hollywood reporter seems to be as fond of cumberpatch as i am.,"voh hollywood reporter toh cumberpatch nikhla, jaisa mein hoon.",13,9,1,fan of cumberbatch vs being cumberbatch
he came out of retirement when his wife got killed.,weh retirement se tab bahar aaye jab unki wife marr chuki thi.,10,12,,
batman rescued  here in this movie,iss movie mein bataman yahan bachaya gya tha,6,8,,
"didn't realize this movie was that old - 2011, time goes quick. i don't recognize the other actors.","maine realize nahi kia ki wo movie itni old hai - 2011, time jaldi chala jata hai. main baki actors ko recognize nahi karta.",18,24,,
